0,00:06:33.001,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0C 00 00 42 00 00 00 00 68 F7 
1,00:06:33.002,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
2,00:06:33.006,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 06 00 00 42 00 00 00 00 6E F7 
3,00:06:33.007,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0A 00 00 42 00 00 00 00 6A F7 
4,00:06:33.008,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 12 00 00 42 00 00 00 00 62 F7 
5,00:06:33.009,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0E 00 00 42 00 00 00 00 66 F7 
6,00:06:33.010,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
7,00:06:33.017,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 04 00 00 42 00 00 00 00 70 F7 
8,00:06:33.018,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 08 00 00 42 00 00 00 00 6C F7 
9,00:06:33.018,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 10 00 00 42 00 00 00 00 64 F7 
10,00:06:33.019,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 14 00 00 42 00 00 00 00 60 F7 
11,00:06:33.020,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
12,00:06:33.028,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 06 00 00 42 00 00 00 00 6E F7 
13,00:06:33.029,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0A 00 00 42 00 00 00 00 6A F7 
14,00:06:33.031,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 12 00 00 42 00 00 00 00 62 F7 
15,00:06:33.033,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 16 00 00 42 00 00 00 00 5E F7 
16,00:06:33.033,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
17,00:06:33.034,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 04 00 00 42 00 00 00 00 70 F7 
18,00:06:33.036,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 06 00 00 42 00 00 00 00 6E F7 
19,00:06:33.037,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 08 00 00 42 00 00 00 00 6C F7 
20,00:06:33.038,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 10 00 00 42 00 00 00 00 64 F7 
21,00:06:33.039,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0C 00 00 42 00 00 00 00 68 F7 
22,00:06:33.040,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
23,00:06:33.043,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 04 00 00 42 00 00 00 00 70 F7 
24,00:06:33.044,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0A 00 00 42 00 00 00 00 6A F7 
25,00:06:33.046,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 12 00 00 42 00 00 00 00 62 F7 
26,00:06:33.047,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 0E 00 00 42 00 00 00 00 66 F7 
27,00:06:33.048,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 00 00 00 42 00 00 00 00 74 F7 
28,00:06:33.053,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 06 00 00 42 00 00 00 00 6E F7 
29,00:06:33.053,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 08 00 00 42 00 00 00 00 6C F7 
30,00:06:33.054,out,System-exclusive (SysEx) Length: 17 bytes,0,,F0 00 01 05 43 00 01 10 00 00 42 00 00 00 00 64 F7 
